address,sido,sigungu,code,lat,long,SIG_CD
경기도 용인시 수지구 수지로 203 (신봉동)031-272-8362 ,경기,용인,용인,37.31965,127.083677,41465
"경기도 용인시 수지구 수지로296번길 51-11, 비즈마루빌딩 1층 101호 (풍덕천동)031-276-7494 ",경기,용인,용인,37.322526,127.095525,41465
"경기도 용인시 수지구 용구대로 2750 (죽전동, 죽전 효성해링턴 플레이스)031-272-3686 ",경기,용인,용인,37.3313521,127.1091828,41465
경기도 용인시 수지구 죽전로168번길 18 (죽전동)031-898-3610 ,경기,용인,용인,37.3244016,127.1249428,41465
"경기도 용인시 수지구 포은대로 536, (주)신세계백화점경기점 4층 (죽전동)031-695-1791 ",경기,용인,용인,37.32500393,127.1081332,41465
"경기도 용인시 수지구 포은대로 536, (주)신세계백화점경기점 8층 (죽전동)031-695-1910 ",경기,용인,용인,37.32500393,127.1081332,41465
"경기도 용인시 수지구 포은대로 552, 이마트 죽전점 1층 (죽전동)031-898-1833 ",경기,용인,용인,37.3253735,127.1099255,41465
경기도 용인시 수지구 현암로 140 (죽전동)031-266-8797 ,경기,용인,용인,37.331506,127.12479,41465
경기도 용인시 처인구 금령로 60 (김량장동)031-339-8634 ,경기,용인,용인,37.234764,127.202928,41461
경기도 용인시 처인구 백옥대로 1174 (김량장동)031-334-3687 ,경기,용인,용인,37.239832,127.2104973,41461
경기도 용인시 처인구 중부대로 1130031-322-3248 ,경기,용인,용인,37.24029,127.170935,41461
경기도 용인시 처인구 포곡읍 에버랜드로 199 070-8803-0022 ,경기,용인,용인,37.29378,127.204643,41461
경기도 의왕시 안양판교로 89 (포일동)031-423-3378 ,경기,의왕,의왕,37.396242,126.983977,41430
경기도 의정부시 경의로 31 (의정부동)031-837-3571 ,경기,의정부,의정부,37.73307,127.038904,41150
경기도 의정부시 비우로 119 (가능동)031-871-8995 ,경기,의정부,의정부,37.758477,127.040289,41150
경기도 의정부시 시민로 468 (용현동)031-841-3503 ,경기,의정부,의정부,37.7305628,127.0843037,41150
경기도 의정부시 천보로 68 (민락동)031-851-3372 ,경기,의정부,의정부,37.745353,127.093792,41150
"경기도 의정부시 청사로48번길 7, 대송프라자 (금오동)031-853-3640 ",경기,의정부,의정부,37.753183,127.070333,41150
경기도 의정부시 평화로 341 (호원동)031-875-3312 ,경기,의정부,의정부,37.722373,127.047477,41150
"경기도 의정부시 평화로 525, 신세계백화점 2층 (의정부동)031-8082-0255 ",경기,의정부,의정부,37.737861,127.046054,41150
"경기도 의정부시 평화로 525, 신세계백화점 6층 (의정부동)031-8082-0630 ",경기,의정부,의정부,37.737861,127.046054,41150
경기도 의정부시 평화로 540 (의정부동)031-847-3509 ,경기,의정부,의정부,37.740103,127.047531,41150
경기도 이천시 경충대로 3045 (사음동)031-638-3407 ,경기,이천,이천,37.299106,127.407841,41500
"경기도 이천시 부발읍 경충대로 2100, 외 101호,102호,201호031-635-8651 ",경기,이천,이천,37.25251,127.489933,41500
경기도 이천시 이섭대천로 1445 (증포동)031-637-3596 ,경기,이천,이천,37.296604,127.457292,41500
경기도 이천시 중리천로 84 (중리동)031-637-8464 ,경기,이천,이천,37.278191,127.446323,41500
경기도 이천시 중부대로 중부고속도로 82031-637-9488 ,경기,이천,이천,37.263504,127.407795,41500
"경기도 파주시 금릉역로 84, 청원센트럴타워 1층 (금촌동)031-947-8692 ",경기,파주,파주,37.752207,126.765613,41480
경기도 파주시 문화로 109 (금촌동)031-947-3625 ,경기,파주,파주,37.764081,126.774205,41480
경기도 파주시 야당동 1066-3031-948-3558 ,경기,파주,파주,37.712142,126.759475,41480
경기도 파주시 와석순환로 135031-945-2751 ,경기,파주,파주,37.71203,126.744499,41480
경기도 파주시 탄현면 필승로 200031-8071-7389 ,경기,파주,파주,37.769578,126.696417,41480
경기도 파주시 필승로 200 031-8071-7484 ,경기,파주,파주,37.769578,126.696417,41480
경기도 평택시 경기대로 1353 (서정동)031-664-3646 ,경기,평택,평택,37.066066,127.063519,41220
경기도 평택시 관광특구로 38 (서정동)031-611-8614 ,경기,평택,평택,37.066397,127.062939,41220
경기도 평택시 비전5로 20-24 (비전동)031-618-3761 ,경기,평택,평택,36.998684,127.114062,41220
경기도 평택시 안중읍 서동대로 1459 031-683-3730 ,경기,평택,평택,36.990698,126.913407,41220
경기도 평택시 중앙2로 13 (평택동)031-651-3959 ,경기,평택,평택,36.9918478,127.0885041,41220
경기도 평택시 평택로 51 (평택동) 평택역031-646-6150 ,경기,평택,평택,36.99159,127.08524,41220
"경기도 포천시 소흘읍 솔모루로 55, 뉴스토리솔모루빌딩031-542-9632 ",경기,포천,포천,37.8272884,127.1447308,41650
경기도 포천시 호국로 925 (선단동)031-543-3457 ,경기,포천,포천,37.848396,127.161705,41650
경기도 하남시 대청로 34 (신장동)031-795-8724 ,경기,하남,하남,37.540532,127.216148,41450
경기도 하남시 덕풍동 741-2 하남풍산메트하임031-793-3746 ,경기,하남,하남,37.552085,127.209351,41450
경기도 하남시 미사강변남로 35 (망월동)031-792-3644 ,경기,하남,하남,37.559858,127.185729,41450
경기도 하남시 미사강변북로30번길 130 (망월동)031-794-3396 ,경기,하남,하남,37.569587,127.183283,41450
경기도 하남시 미사대로 750 (신장동)031-8072-1898 ,경기,하남,하남,37.545734,127.223439,41450
경기도 하남시 미사대로 750 (신장동)031-8072-8283 ,경기,하남,하남,37.5445,127.2237,41450
경기도 하남시 미사대로 750 (신장동)031-8072-8339 ,경기,하남,하남,37.5453,127.2242,41450
경기도 하남시 신장로 130031-793-7866 ,경기,하남,하남,37.5383807,127.2039864,41450
경기도 하남시 아리수로 570 (망월동)031-792-3712 ,경기,하남,하남,37.567452,127.19073,41450
경기도 하남시 학암동 90-33 위례스타필드031-8097-1167 ,경기,하남,하남,37.480058,127.148381,41450
경기도 화성시 남양읍 시청로 113 031-357-3260 ,경기,화성,화성,37.201291,126.826193,41590
경기도 화성시 동탄대로 495 (오산동)031-373-3484 ,경기,화성,화성,37.197988,127.098448,41590
"경기도 화성시 동탄대로시범길 134 (청계동, 시범 반도유보라 아이비파크4.0)031-377-3594 ",경기,화성,화성,37.19972,127.1135,41590
경기도 화성시 동탄순환대로 692 (영천동)031-378-3290 ,경기,화성,화성,37.20663,127.111333,41590
"경기도 화성시 동탄중앙로 376, 동탄이마트 1층 (석우동)031-8015-5391 ",경기,화성,화성,37.214754,127.079887,41590
경기도 화성시 동탄지성로 104 센트럴파티오031-613-4542 ,경기,화성,화성,37.2082443,127.0638898,41590
"경기도 화성시 동탄지성로 17, 풍성 위버폴리스  (반송동)031-613-8162 ",경기,화성,화성,37.204774,127.071884,41590
경기도 화성시 동탄지성로 201 (능동)031-226-3528 ,경기,화성,화성,37.211975,127.053618,41590
"경기도 화성시 메타폴리스로 54, 동탄파라곤2상가 (반송동)031-8015-3584 ",경기,화성,화성,37.201584,127.073193,41590
경기도 화성시 봉담읍 동화길 51 031-227-3841 ,경기,화성,화성,37.219202,126.955485,41590
경기도 화성시 영통로 43 (반월동)031-203-6994 ,경기,화성,화성,37.2343091,127.063002,41590
경기도 화성시 향남읍 발안로 111 031-366-5483 ,경기,화성,화성,37.131572,126.922767,41590
경기도 화성시 효행로 1013 (진안동)031-226-3277 ,경기,화성,화성,37.21261,127.038187,41590
경상남도 거제시 거제중앙로 1936 (고현동)055-632-3589 ,경남,거제,거제,34.8907709,128.6221848,48310
경상남도 거제시 옥포대첩로 38 (옥포동)055-687-8308 ,경남,거제,거제,34.89353088,128.691816,48310
"경상남도 거제시 일운면 거제대로 2660, 소노캄거제 1층055-733-7335 ",경남,거제,거제,34.843522,128.70264,48310
경상남도 거제시 장평로 12 (장평동)055-680-0160 ,경남,거제,거제,34.891009,128.616632,48310
경상남도 김해시 가야로 182 (삼계동)055-312-8561 ,경남,김해,김해,35.261527,128.871614,48250
경상남도 김해시 경원로 67 (내동)055-338-7421 ,경남,김해,김해,35.2371519,128.8675208,48250
경상남도 김해시 김해대로 (삼정동)055-338-9826 ,경남,김해,김해,35.227992,128.896545,48250
경상남도 김해시 김해대로 1918 (구산동)055-332-3585 ,경남,김해,김해,35.255678,128.866418,48250
경상남도 김해시 분성로 146 (외동)055-326-8772 ,경남,김해,김해,35.2293661,128.8627976,48250
경상남도 김해시 율하3로91번길 30-5055-323-3704 ,경남,김해,김해,35.176597,128.812782,48250
경상남도 김해시 인제로 168 (어방동)055-337-4885 ,경남,김해,김해,35.2436107,128.904162,48250
경상남도 김해시 전하로304번길 24 (외동) 김해 이마트 1층055-327-3303 ,경남,김해,김해,35.229471,128.872823,48250
경상남도 김해시 전하로304번길 24 (외동) 신세계백화점 1층055-272-1142 ,경남,김해,김해,35.229471,128.872823,48250
경상남도 사천시 사천읍 사천대로 1844055-854-3711 ,경남,사천,사천,35.081409,128.083669,48240
경상남도 사천시 주공로 31 (벌리동)055-832-8782 ,경남,사천,사천,34.9411367,128.0863809,48240
경상남도 양산시 동면 양산대로 532 055-387-3582 ,경남,양산,양산,35.319987,129.030485,48330
경상남도 양산시 물금읍 범어로 62055-381-8701 ,경남,양산,양산,35.329017,129.014136,48330
경상남도 양산시 물금읍 야리로 25 055-381-3473 ,경남,양산,양산,35.317005,129.001429,48330
경상남도 양산시 물금읍 증산역로 177 055-911-5367 ,경남,양산,양산,35.310553,129.009815,48330
경상남도 양산시 양산역1길 7 (중부동) 양산시외버스터미널055-383-9891 ,경남,양산,양산,35.3353404,129.02685,48330
"경상남도 양산시 양산역6길 12, 양산이마트 1층 (중부동)055-367-8390 ",경남,양산,양산,35.337026,129.026484,48330
경상남도 양산시 웅상대로 860 (덕계동)055-382-3386 ,경남,양산,양산,35.375986,129.155662,48330
경상남도 진주시 동진로 34 (칠암동)055-761-8781 ,경남,진주,진주,35.1789792,128.0947936,48170
경상남도 진주시 진양호로 206 BYC빌딩1층055-741-3216 ,경남,진주,진주,35.172324,128.060063,48170
경상남도 진주시 진양호로 353 (신안동)055-748-7642 ,경남,진주,진주,35.184237,128.067852,48170
경상남도 진주시 진양호로527번길 3 (중안동)055-747-8717 ,경남,진주,진주,35.192977,128.082987,48170
경상남도 진주시 진주대로 510 (가좌동)055-753-8285 ,경남,진주,진주,35.15241245,128.1057139,48170
경상남도 진주시 진주대로829번길 2 (주약동)055-761-8976 ,경남,진주,진주,35.174907,128.092942,48170
경상남도 창원시 마산합포구 월영남로 3 (해운동)055-246-8549 ,경남,창원,창원,35.178461,128.5586,48125
경상남도 창원시 마산합포구 합포로 251 (산호동) 신세계백화점 내 지하1층055-240-1828 ,경남,창원,창원,35.21960023,128.5863581,48125
경상남도 창원시 마산합포구 해안대로 383 (오동동)055-247-3540 ,경남,창원,창원,35.204197,128.580572,48125
경상남도 창원시 마산회원구 3·15대로 518 (회원동)055-242-3717 ,경남,창원,창원,35.2206567,128.5744344,48127
경상남도 창원시 마산회원구 3·15대로 715 (석전동)055-297-3558 ,경남,창원,창원,35.2362004,128.5805449,48127
경상남도 창원시 마산회원구 내서읍 호원로 315 055-232-3494 ,경남,창원,창원,35.261507,128.523036,48127
경상남도 창원시 마산회원구 팔용로 158 (합성동)055-253-3285 ,경남,창원,창원,35.242951,128.592019,48127
경상남도 창원시 마산회원구 합성남로 6-1 (합성동)055-295-7880 ,경남,창원,창원,35.2381341,128.58327,48127
경상남도 창원시 성산구 단정로 25055-264-7864 ,경남,창원,창원,35.2201968,128.6834225,48123
"경상남도 창원시 성산구 마디미로 20, 유탑프라자 (상남동)055-289-8620 ",경남,창원,창원,35.222756,128.684363,48123
경상남도 창원시 성산구 삼귀로 159 (귀곡동)055-261-3445 ,경남,창원,창원,35.170623,128.597273,48123
경상남도 창원시 성산구 상남로 132 (상남동)055-263-8226 ,경남,창원,창원,35.22446767,128.6839546,48123
경상남도 창원시 성산구 상남로 88 (상남동)055-262-3775 ,경남,창원,창원,35.2213,128.681,48123
"경상남도 창원시 성산구 중앙대로100번길 9, 리베라컨벤션 (상남동)055-264-7627 ",경남,창원,창원,35.223387,128.680163,48123
경상남도 창원시 의창구 용지로169번길 1 (용호동)055-289-8457 ,경남,창원,창원,35.229881,128.68189,48121
경상남도 창원시 의창구 원이대로 320 (대원동) 더시티세븐 시티세븐055-600-5348 ,경남,창원,창원,35.24025455,128.6527585,48121
경상남도 창원시 의창구 의창대로 68 (팔용동)055-296-3458 ,경남,창원,창원,35.257066,128.607861,48121
경상남도 창원시 의창구 팔용로 419 (팔용동)055-292-8718 ,경남,창원,창원,35.254521,128.611915,48121
경상남도 창원시 진해구 안골로 336 (용원동) 형제빌딩055-552-8725 ,경남,창원,창원,35.101122,128.809896,48129
경상남도 창원시 진해구 진해대로 962 (자은동)055-552-3501 ,경남,창원,창원,35.143793,128.706881,48129
경상남도 통영시 광도면 죽림4로 9055-646-8458 ,경남,통영,통영,34.887148,128.418047,48220
경상북도 경산시 경안로 222 (중방동)053-814-3316 ,경북,경산,경산,35.827736,128.736944,47290
경상북도 경산시 대학로 280 (대동) 영남대학교053-814-8806 ,경북,경산,경산,35.8321641,128.7518856,47290
경상북도 경산시 대학로 280 (조영동) 영남대학교053-811-8780 ,경북,경산,경산,35.8331655,128.7580143,47290
경상북도 경산시 옥산로 227 (중산동) 경산이마트053-813-1970 ,경북,경산,경산,35.83571847,128.7197969,47290
"경상북도 경산시 청운로 16, 1~3층 (대동)053-811-8675 ",경북,경산,경산,35.836968,128.753065,47290
경상북도 경산시 하양읍 하양로 18053-854-8650 ,경북,경산,경산,35.907786,128.812463,47290
경상북도 경주시 보문로 132-6 (북군동)054-741-0040 ,경북,경주,경주,35.8532391,129.2686877,47130
"경상북도 경주시 보문로 510-6, 외 1번지(신평동 719-220) (천군동)054-745-8527 ",경북,경주,경주,35.838831,129.285953,47130
경상북도 경주시 보문로 537 (천군동)054-771-3412 ,경북,경주,경주,35.836607,129.284983,47130
경상북도 경주시 원효로 105-1 (노동동)054-749-8577 ,경북,경주,경주,35.842119,129.212469,47130
경상북도 경주시 첨성로 125 (황남동)054-773-8774 ,경북,경주,경주,35.8339927,129.2149807,47130
경상북도 경주시 태종로 686 (사정동)054-743-3220 ,경북,경주,경주,35.838226,129.203324,47130
경상북도 경주시 황성로1번길 4 (황성동)054-741-8945 ,경북,경주,경주,35.8638933,129.2129811,47130
"경상북도 구미시 1공단로 212, HALLA SIGMA VALLEY 106 (공단동)054-461-7440 ",경북,구미,구미,36.101533,128.385933,47190
경상북도 구미시 구미중앙로 94 (원평동)054-454-5430 ,경북,구미,구미,36.12817066,128.3326941,47190
경상북도 구미시 금오대로 439 (상모동)054-462-3613 ,경북,구미,구미,36.0823172,128.3563847,47190
경상북도 구미시 금오산로 205 (남통동)054-454-8681 ,경북,구미,구미,36.12245,128.323746,47190
경상북도 구미시 송정대로 27 (송정동)054-451-8951 ,경북,구미,구미,36.1176314,128.3416068,47190
경상북도 구미시 야은로 312 (도량동)054-452-3541 ,경북,구미,구미,36.138474,128.316815,47190
경상북도 구미시 옥계북로 20 (양포동)054-476-4233 ,경북,구미,구미,36.138285,128.419563,47190
"경상북도 구미시 인동가산로 9-3, 노블레스타워 1층 (황상동)054-474-8260 ",경북,구미,구미,36.10809343,128.4183751,47190
경상북도 구미시 인동중앙로 15 (인의동)054-476-8796 ,경북,구미,구미,36.1069986,128.4207103,47190
경상북도 김천시 시청로 47 (대신동)054-431-2215 ,경북,김천,김천,36.132504,128.11759,47150
경상북도 김천시 혁신3로 26 (율곡동)054-435-3341 ,경북,김천,김천,36.116366,128.181653,47150
경상북도 문경시 새재로 906 (문경읍)054-571-5760 ,경북,문경,문경,36.759398,128.077572,47280
경상북도 안동시 경북대로 379 (옥동)054-857-9821 ,경북,안동,안동,36.563324,128.70213,47170
경상북도 안동시 서동문로 173 (삼산동)054-854-8907 ,경북,안동,안동,36.5663574,128.7311385,47170
"경상북도 포항시 남구 냉천로 10, 이마트 포항점 1층 (인덕동)054-275-8613 ",경북,포항,포항,35.991402,129.398459,47111
경상북도 포항시 남구 시청로 5 (대잠동)054-272-9737 ,경북,포항,포항,36.018247,129.342089,47111
경상북도 포항시 남구 오천읍 원동로 15054-293-8974 ,경북,포항,포항,35.9642032,129.4027158,47111
경상북도 포항시 남구 중흥로 122 (상도동)054-284-3436 ,경북,포항,포항,36.0155,129.352589,47111
경상북도 포항시 남구 중흥로 77 (상도동) 밸류플러스복합빌딩054-272-0671 ,경북,포항,포항,36.013016,129.34869,47111
경상북도 포항시 남구 포스코대로 124 (대잠동)054-275-9853 ,경북,포항,포항,36.025372,129.339307,47111
경상북도 포항시 남구 포스코대로 340 (대도동)054-275-7937 ,경북,포항,포항,36.0176223,129.3602692,47111
경상북도 포항시 북구 불종로 41 (신흥동)054-252-8744 ,경북,포항,포항,36.038713,129.364099,47113
경상북도 포항시 북구 삼호로 186 (항구동)054-232-8366 ,경북,포항,포항,36.0549919,129.3769806,47113
경상북도 포항시 북구 새천년대로 1255 (장성동)054-241-3349 ,경북,포항,포항,36.074535,129.384214,47113
경상북도 포항시 북구 새천년대로 486 699-1 에스오일054-274-3723 ,경북,포항,포항,36.018521,129.347918,47113
경상북도 포항시 북구 장량로 162 (양덕동)054-253-9890 ,경북,포항,포항,36.0815505,129.3981614,47113
광주광역시 광산구 목련로 335 (신가동)062-962-6855 ,광주,광산,광주광산,35.1790467,126.8301259,29200
광주광역시 광산구 사암로 367 (산정동)062-954-3446 ,광주,광산,광주광산,35.176936,126.807887,29200
"광주광역시 광산구 사암로216번길 38-16, 1~2층 (우산동)062-959-8679 ",광주,광산,광주광산,35.162722,126.810218,29200
광주광역시 광산구 상무대로205번길 6 (송정동)062-942-3360 ,광주,광산,광주광산,35.138026,126.791444,29200
광주광역시 광산구 용아로 342 (산정동)062-954-3595 ,광주,광산,광주광산,35.173524,126.804191,29200
광주광역시 광산구 임방울대로 156 (운남동)062-953-3621 ,광주,광산,광주광산,35.175136,126.818062,29200
광주광역시 광산구 임방울대로 487 (수완동)062-952-3291 ,광주,광산,광주광산,35.203175,126.819065,29200
"광주광역시 광산구 장신로 134, 1~2층 (수완동)062-962-8384 ",광주,광산,광주광산,35.190397,126.824804,29200
광주광역시 광산구 장신로 85 (장덕동)062-959-8706 ,광주,광산,광주광산,35.191469,126.819259,29200
광주광역시 광산구 첨단중앙로 104 (월계동)062-971-8719 ,광주,광산,광주광산,35.214806,126.843227,29200
광주광역시 광산구 첨단중앙로 158 (쌍암동)062-972-9805 ,광주,광산,광주광산,35.2192427,126.8424211,29200
광주광역시 남구 대남대로 386062-352-3725 ,광주,남구,광주남구,35.145516,126.890794,29155
광주광역시 남구 대남대로 67 (방림동)062-654-3277 ,광주,남구,광주남구,35.13498,126.917698,29155
"광주광역시 남구 봉선로 176, 1층 101,111호 (봉선동)062-651-8363 ",광주,남구,광주남구,35.122921,126.914111,29155
광주광역시 남구 봉선중앙로 51 (봉선동)062-653-7844 ,광주,남구,광주남구,35.1254197,126.9112507,29155
광주광역시 남구 서문대로 665 (진월동)062-672-3385 ,광주,남구,광주남구,35.119448,126.898595,29155
광주광역시 남구 서문대로 745 (주월동)062-675-9556 ,광주,남구,광주남구,35.125781,126.897221,29155
"광주광역시 남구 임암동 141-3, 143-2062-674-3742 ",광주,남구,광주남구,35.100033,126.871253,29155
광주광역시 남구 제석로 104 (봉선동)062-653-3591 ,광주,남구,광주남구,35.124262,126.907898,29155
광주광역시 남구 회재로 1256 (주월동)062-673-3691 ,광주,남구,광주남구,35.1341387,126.8981372,29155
광주광역시 동구 동명로 16 (동명동)062-224-3807 ,광주,동구,광주동구,35.150362,126.9236181,29110
광주광역시 동구 무등로 592 (산수동)062-223-3537 ,광주,동구,광주동구,35.154459,126.940912,29110
광주광역시 동구 서석로 43 (충장로1가)062-223-8432 ,광주,동구,광주동구,35.146797,126.918252,29110
광주광역시 동구 중앙로160번길 14 (황금동)062-233-7854 ,광주,동구,광주동구,35.1473572,126.9145683,29110
광주광역시 동구 증심사길 16 (운림동)062-223-8710 ,광주,동구,광주동구,35.133909,126.954311,29110
광주광역시 동구 지산로 3 (서석동)062-222-9574 ,광주,동구,광주동구,35.144608,126.930183,29110
광주광역시 동구 충장로 65 (충장로3가)062-224-8344 ,광주,동구,광주동구,35.149486,126.914792,29110
광주광역시 동구 충장로 93-5 (금남로2가)062-233-1849 ,광주,동구,광주동구,35.14808817,126.9173077,29110
광주광역시 동구 필문대로 240062-223-3731 ,광주,동구,광주동구,35.149728,126.92907,29110
광주광역시 북구 북문대로 78 (운암동)062-511-8950 ,광주,북구,광주북구,35.1776306,126.8784132,29170
광주광역시 북구 삼정로 4 (두암동)062-252-3427 ,광주,북구,광주북구,35.162112,126.937388,29170
광주광역시 북구 서방로9번길 30 (중흥동)062-251-3202 ,광주,북구,광주북구,35.17483,126.914469,29170
광주광역시 북구 서암대로 93 (신안동)062-511-3594 ,광주,북구,광주북구,35.171678,126.894998,29170
광주광역시 북구 설죽로 339 (매곡동)062-573-3454 ,광주,북구,광주북구,35.189836,126.898698,29170
광주광역시 북구 설죽로 518 (일곡동)062-575-3394 ,광주,북구,광주북구,35.205463,126.898114,29170
"광주광역시 북구 우치로 110, 1,2,3층 (용봉동)062-251-0604 ",광주,북구,광주북구,35.17719867,126.9124787,29170
광주광역시 북구 임방울대로 1016 (신용동)062-574-1911 ,광주,북구,광주북구,35.212837,126.868485,29170
광주광역시 북구 저불로 45 (용봉동)062-523-8471 ,광주,북구,광주북구,35.178664,126.895196,29170
광주광역시 북구 첨단연신로 101 (신용동)062-572-9949 ,광주,북구,광주북구,35.20701,126.864115,29170
광주광역시 서구 무진대로 932 번지 신세계 백화점 1층062-360-1137 ,광주,서구,광주서구,35.160794,126.882542,29140
광주광역시 서구 상무대로 1080062-362-3539 ,광주,서구,광주서구,35.152205,126.879997,29140
광주광역시 서구 상무대로 847 (쌍촌동)062-373-3685 ,광주,서구,광주서구,35.1502,126.855,29140
"광주광역시 서구 상무자유로 173, 1층 (치평동)062-375-8381 ",광주,서구,광주서구,35.151968,126.853423,29140
광주광역시 서구 상무중앙로 46 (치평동) 1층062-375-3326 ,광주,서구,광주서구,35.151021,126.848815,29140
"광주광역시 서구 상무중앙로 7, 1층 (치평동)062-381-8393 ",광주,서구,광주서구,35.147468,126.847989,29140
광주광역시 서구 상무중앙로 75 (치평동)062-385-8040 ,광주,서구,광주서구,35.1536205,126.8479543,29140
"광주광역시 서구 상무중앙로 90, 눈높이상무센터 1층 (치평동)062-372-8684 ",광주,서구,광주서구,35.1551,126.848788,29140
광주광역시 서구 운천로 107 (쌍촌동)062-381-7905 ,광주,서구,광주서구,35.1421126,126.8576646,29140
광주광역시 서구 운천로 253 (치평동) 103호062-371-3264 ,광주,서구,광주서구,35.154963,126.854437,29140
광주광역시 서구 죽봉대로 33 (화정동)062-352-3682 ,광주,서구,광주서구,35.1563,126.8831,29140
"광주광역시 서구 죽봉대로 61, 패션스트리트 B01호 (화정동)062-352-8437 ",광주,서구,광주서구,35.158806,126.882069,29140
광주광역시 서구 풍암2로 8 (풍암동) 한아름빌딩062-674-3203 ,광주,서구,광주서구,35.1268447,126.8796486,29140
"광주광역시 서구 하남대로 672-1, 1층 (동천동)062-514-3667 ",광주,서구,광주서구,35.171734,126.86618,29140
대구광역시 남구 봉덕로 25 (봉덕동)053-475-3747 ,대구,남구,대구남구,35.845522,128.593536,27200
대구광역시 달서구 계대동문로 108053-586-6798 ,대구,달서,대구달서,35.8551616,128.5041101,27290
대구광역시 달서구 계대동문로 13 (신당동)053-583-8301 ,대구,달서,대구달서,35.85567272,128.4937254,27290
대구광역시 달서구 구마로 265 (성당동)053-624-8543 ,대구,달서,대구달서,35.837881,128.556926,27290
대구광역시 달서구 달구벌대로 1035 (신당동)053-584-3740 ,대구,달서,대구달서,35.853811,128.480276,27290
대구광역시 달서구 달구벌대로 1393053-592-8990 ,대구,달서,대구달서,35.8507998,128.5202604,27290
대구광역시 달서구 달구벌대로 1710 (두류동)053-622-3607 ,대구,달서,대구달서,35.85577,128.552811,27290
대구광역시 달서구 달구벌대로 1798 (두류동)053-622-7851 ,대구,달서,대구달서,35.858804,128.561685,27290
대구광역시 달서구 상화로 314 (도원동)053-637-3256 ,대구,달서,대구달서,35.807727,128.548117,27290
대구광역시 달서구 와룡로 131 053-567-8932 ,대구,달서,대구달서,35.8443842,128.5366553,27290
대구광역시 달서구 와룡로 169 053-552-3634 ,대구,달서,대구달서,35.848437,128.536007,27290
대구광역시 달서구 월곡로 225 (상인동)053-637-3568 ,대구,달서,대구달서,35.814866,128.541057,27290
대구광역시 달서구 월곡로 334 (상인동)053-638-9831 ,대구,달서,대구달서,35.822408,128.533771,27290
대구광역시 달서구 월배로 210 (상인동)053-642-8936 ,대구,달서,대구달서,35.8182768,128.5365692,27290
대구광역시 달서구 월배로 315 (송현동)053-622-3542 ,대구,달서,대구달서,35.824025,128.545226,27290
대구광역시 달서구 월배로 91 (진천동)053-644-3317 ,대구,달서,대구달서,35.814395,128.524377,27290
"대구광역시 달서구 이곡공원로 26, 이곡메디컬빌딩 (이곡동)053-583-8474 ",대구,달서,대구달서,35.855292,128.510127,27290
대구광역시 달서구 조암로 41 (월성동)053-632-3360 ,대구,달서,대구달서,35.82432,128.525727,27290
대구광역시 달서구 화암로 379053-638-3255 ,대구,달서,대구달서,35.807237,128.520278,27290
대구광역시 달성군 달구벌대로 861 (다사읍)053-586-8966 ,대구,달성,대구달성,35.859284,128.4646064,27710
"대구광역시 달성군 유가면 테크노상업로 84 대경타워 105호, 106호, 107호053-611-3477 ",대구,달성,대구달성,35.693334,128.459251,27710
대구광역시 동구 동대구로 422 (신천동)053-756-3217 ,대구,동구,대구동구,35.8680868,128.6271589,27140
대구광역시 동구 동부로 149 신세계백화점 대구점 3층053-661-6344 ,대구,동구,대구동구,35.877767,128.628498,27140
대구광역시 동구 동부로 149 신세계백화점 대구점 8층053-661-6887 ,대구,동구,대구동구,35.877812,128.628453,27140
대구광역시 동구 동부로30길 12 (신천동)053-742-8417 ,대구,동구,대구동구,35.876315,128.62859,27140
"대구광역시 동구 안심로 389-2, 이마트 1층 (신서동)053-965-8389 ",대구,동구,대구동구,35.870899,128.727397,27140
대구광역시 동구 파계로 650053-986-8895 ,대구,동구,대구동구,35.9878685,128.636347,27140
대구광역시 동구 팔공로51길 15-11  (봉무동)053-986-7768 ,대구,동구,대구동구,35.921942,128.639708,27140
대구광역시 동구 효동로2길 45 (효목동)053-939-8564 ,대구,동구,대구동구,35.88011,128.653159,27140
대구광역시 북구 대학로 75 (산격동)053-939-8502 ,대구,북구,대구북구,35.89232,128.608586,27230
대구광역시 북구 동천로 123053-326-8867 ,대구,북구,대구북구,35.9425387,128.5604376,27230
대구광역시 북구 유통단지로8길 78 106호 (산격동)053-381-3373 ,대구,북구,대구북구,35.905624,128.613347,27230
대구광역시 북구 중앙대로 524 (칠성동2가)053-424-3435 ,대구,북구,대구북구,35.879674,128.596391,27230
대구광역시 북구 칠곡중앙대로 348 (태전동)053-312-3220 ,대구,북구,대구북구,35.926583,128.547736,27230
대구광역시 북구 침산로 126 (침산동)053-352-8746 ,대구,북구,대구북구,35.8874784,128.5918376,27230
대구광역시 북구 학정로 422 (구암동) 태을빌딩053-326-8649 ,대구,북구,대구북구,35.9421792,128.5638788,27230
대구광역시 서구 서대구로 89 (평리1동)053-521-8996 ,대구,서구,대구서구,35.866138,128.555343,27170
"대구광역시 수성구 달구벌대로 2435, 두산위브더제니스아파트 상가 1층 110호 (범어동)053-743-9536 ",대구,수성,대구수성,35.859274,128.629687,27260
"대구광역시 수성구 달구벌대로 2636, , 853-25번지 (만촌동)053-745-8619 ",대구,수성,대구수성,35.856431,128.6502,27260
대구광역시 수성구 달구벌대로 3216 (신매동)053-795-7879 ,대구,수성,대구수성,35.8394934,128.7080427,27260
